-24.641 -179 -179
-24.641 -179 -177
-24.641 -179 -175
-24.641 -179 -173
-24.641 -179 -171
-24.641 -179 -169
-24.641 -179 -167
-24.641 -179 -165
-24.641 -179 -163
-24.641 -179 -161
-24.641 -179 -159
-24.649 -179 -157
-24.710 -179 -155
-24.723 -179 -153
-24.762 -179 -151
-24.819 -179 -149
-24.881 -179 -147
-24.964 -179 -145
-25.029 -179 -143
-25.125 -179 -141
-25.246 -179 -139
-25.371 -179 -137
-25.530 -179 -135
-25.764 -179 -133
-25.966 -179 -131
-26.181 -179 -129
-26.412 -179 -127
-26.667 -179 -125
-27.104 -179 -123
-27.258 -179 -121
-27.518 -179 -119
-27.760 -179 -117
-28.002 -179 -115
-28.191 -179 -113
-28.372 -179 -111
-28.673 -179 -109
-28.798 -179 -107
-28.872 -179 -105
-28.936 -179 -103
-28.906 -179 -101
-28.873 -179 -99
-28.827 -179 -97
-28.699 -179 -95
-28.429 -179 -93
-28.260 -179 -91
-28.058 -179 -89
-27.833 -179 -87
-27.574 -179 -85
-27.275 -179 -83
-26.960 -179 -81
-26.683 -179 -79
-26.411 -179 -77
-26.138 -179 -75
-25.870 -179 -73
-25.593 -179 -71
-25.426 -179 -69
-25.271 -179 -67
-25.115 -179 -65
-24.990 -179 -63
-24.903 -179 -61
-24.834 -179 -59
-24.770 -179 -57
-24.720 -179 -55
-24.709 -179 -53
-24.678 -179 -51
-24.649 -179 -49
-24.641 -179 -47
-24.641 -179 -45
-24.641 -179 -43
-24.641 -179 -41
-24.641 -179 -39
-24.641 -179 -37
-24.641 -179 -35
-24.641 -179 -33
-24.641 -179 -31
-24.644 -179 -29
-24.654 -179 -27
-24.666 -179 -25
-24.680 -179 -23
-24.703 -179 -21
-24.702 -179 -19
-24.710 -179 -17
-24.726 -179 -15
-24.740 -179 -13
-24.748 -179 -11
-24.756 -179 -9
-24.768 -179 -7
-24.789 -179 -5
-24.804 -179 -3
-24.811 -179 -1
-24.831 -179 1
-24.819 -179 3
-24.803 -179 5
-24.793 -179 7
-24.781 -179 9
-24.766 -179 11
-24.747 -179 13
-24.731 -179 15
-24.709 -179 17
-24.697 -179 19
-24.682 -179 21
-24.671 -179 23
-24.659 -179 25
-24.651 -179 27
-24.645 -179 29
-24.641 -179 31
-24.641 -179 33
-24.641 -179 35
-24.641 -179 37
-24.642 -179 39
-24.652 -179 41
-24.663 -179 43
-24.673 -179 45
-24.689 -179 47
-24.704 -179 49
-24.719 -179 51
-24.734 -179 53
-24.754 -179 55
-24.779 -179 57
-24.814 -179 59
-24.896 -179 61
-24.925 -179 63
-24.949 -179 65
-25.001 -179 67
-25.017 -179 69
-25.029 -179 71
-25.042 -179 73
-25.049 -179 75
-25.055 -179 77
-25.058 -179 79
-25.056 -179 81
-25.116 -179 83
-25.106 -179 85
-25.089 -179 87
-25.067 -179 89
-25.066 -179 91
-25.029 -179 93
-24.987 -179 95
-24.941 -179 97
-24.903 -179 99
-24.872 -179 101
-24.843 -179 103
-24.809 -179 105
-24.811 -179 107
-24.770 -179 109
-24.733 -179 111
-24.709 -179 113
-24.686 -179 115
-24.668 -179 117
-24.651 -179 119
-24.641 -179 121
-24.641 -179 123
-24.641 -179 125
-24.641 -179 127
-24.641 -179 129
-24.641 -179 131
-24.641 -179 133
-24.641 -179 135
-24.641 -179 137
-24.641 -179 139
-24.641 -179 141
-24.641 -179 143
-24.641 -179 145
-24.641 -179 147
-24.641 -179 149
-24.641 -179 151
-24.641 -179 153
-24.641 -179 155
-24.641 -179 157
-24.641 -179 159
-24.641 -179 161
-24.641 -179 163
-24.641 -179 165
